crop_type,avg_temp,humidity_avg,storage_hours,violation_duration,base_price,quality_score,final_price
Banana,10.2307,20.2686,234.5699,214.0981,34.4243,17.5308,6.0349
Banana,-0.1164,23.6122,190.7225,262.1034,86.9598,3.0931,2.6898
Banana,29.2117,30.2785,158.6021,38.0405,41.1822,55.691,22.9348
Banana,17.0076,32.587,139.0959,259.9787,97.5741,32.5782,31.7879
Banana,1.1019,86.5554,207.9983,178.0726,98.1761,20.6938,20.3164
Banana,19.7588,60.5101,70.176,38.1331,34.1448,88.1215,30.089
Banana,-3.2806,57.1052,112.7758,128.2626,13.688,42.3545,5.7975
Banana,40.466,20.3292,149.0342,48.2581,73.4557,36.4439,26.7701
Banana,7.939,87.4126,99.2745,210.1044,50.5888,32.3629,16.372
Banana,28.1261,75.0533,103.1693,227.6604,19.0678,40.3194,7.688
Banana,10.5856,16.0902,79.938,31.739,73.6771,55.5919,40.9584
Banana,21.0034,73.7052,135.8514,151.842,12.8057,58.2989,7.4656
Banana,22.3355,58.9184,204.2873,244.3875,88.3177,43.6555,38.5555
Banana,4.2427,17.3553,49.1653,280.8489,22.4787,13.7083,3.0815
Banana,43.4792,51.2471,224.3295,154.0554,21.4581,26.3938,5.6636
Banana,33.7566,53.6227,165.6919,285.0838,25.8105,24.2854,6.2682
Banana,41.9749,24.9197,197.7623,160.7067,96.424,16.1629,15.5849
Banana,39.7414,95.1128,133.9296,118.2571,72.3852,30.301,21.9335
Banana,24.895,86.4978,187.3045,254.4609,82.1234,27.7236,22.7676
Banana,41.0937,70.212,4.8719,147.8948,45.7871,47.0076,21.5234
Banana,-0.5754,51.6066,196.5929,141.5708,40.2681,34.1498,13.7515
Banana,4.7991,47.0589,10.5932,147.0937,31.1036,52.3769,16.2911
Banana,-2.7386,68.5876,213.6893,254.0355,53.2583,13.2194,7.0404
Banana,11.2665,59.0889,238.0791,249.5825,59.6646,32.5806,19.4391
Banana,14.4339,15.6046,71.2821,121.056,66.8597,47.262,31.5992
Banana,8.5675,56.1252,51.2661,99.99,33.1407,65.2438,21.6222
Banana,36.4369,82.5763,183.9218,147.5784,95.3789,32.1371,30.652
Banana,12.8377,51.3316,61.4733,171.8318,25.2783,56.3784,14.2515
Banana,9.0467,14.6761,207.8694,71.5012,96.9088,36.8394,35.7006
Banana,22.1348,80.765,25.5794,238.1865,11.3371,49.2814,5.5871
Banana,2.0462,28.1227,31.1033,145.9448,53.3013,38.1368,20.3274
Banana,35.1098,33.2759,235.0172,100.2137,40.0031,34.6727,13.8702
Banana,-1.2725,24.8236,162.0475,32.0463,50.4211,39.1141,19.7218
Banana,44.3443,39.7194,203.406,71.6535,61.3598,33.6259,20.6328
Banana,33.6122,78.1076,78.5147,284.7844,49.203,25.6127,12.6022
Banana,4.9358,56.7447,162.6796,91.5299,47.3362,53.5514,25.3492
Banana,-4.7239,28.4393,143.0238,50.6578,75.9451,35.5104,26.9684
Banana,35.7731,89.0047,145.1529,138.2018,71.7289,34.2275,24.551
Banana,30.3429,89.1624,164.1253,92.1263,84.9944,46.0584,39.1471
Banana,31.4504,88.3521,138.5108,10.5478,32.4963,59.4205,19.3095
Banana,33.5635,31.4917,103.5459,96.9436,64.8576,46.6444,30.2524
Banana,-1.2978,50.6115,66.9455,163.2326,62.6675,39.9079,25.0093
Banana,12.9233,98.6491,184.6909,165.5137,43.2764,32.5811,14.0999
Banana,0.7935,79.4811,55.0791,106.9677,53.7452,46.7601,25.1313
Banana,38.1552,12.4451,166.4727,134.1908,38.2404,20.9899,8.0266
Banana,26.1649,15.8684,56.7665,289.6554,22.766,22.5467,5.133
Banana,11.5449,51.7538,150.4539,113.2045,29.2421,56.7138,16.5843
Banana,-1.8221,91.8298,179.5517,77.468,19.4962,31.9142,6.2221
Banana,10.5491,58.4832,53.2726,73.0401,71.4763,72.6827,51.9509
Banana,11.2592,54.8031,15.3264,137.3294,69.4655,65.087,45.213
Banana,31.4803,19.4926,32.3027,227.856,95.5546,29.2073,27.9089
Banana,26.8779,69.1102,145.8333,61.7965,75.6711,66.2553,50.1361
Banana,39.3606,83.9893,204.0177,212.7888,14.6841,16.5329,2.4277
Banana,18.6107,44.2378,11.7542,6.3449,89.5821,88.5597,79.3336
Banana,0.9797,79.8051,176.4622,125.6799,87.6408,34.3042,30.0644
Banana,30.6622,96.8029,82.5752,232.7595,49.8988,27.2839,13.6144
Banana,33.0393,28.339,115.3683,101.6199,62.7277,44.0499,27.6315
Banana,23.0639,57.0997,222.9974,169.1211,97.847,51.6652,50.5529
Banana,33.5484,35.8424,80.3412,61.4938,57.9074,56.0118,32.435
Banana,19.6898,81.3569,112.2155,222.5986,91.479,46.5823,42.613
Banana,21.1366,61.9834,4.2701,15.6837,17.4735,94.9502,16.5911
Banana,16.3771,67.1124,20.5021,255.7628,27.1947,52.0917,14.1662
Banana,-3.729,81.8123,62.8034,59.4589,49.6679,46.6759,23.183
Banana,0.3946,45.6373,7.6567,262.3194,62.6281,29.3317,18.3699
Banana,-3.4285,92.3581,151.8987,105.7588,83.4605,27.691,23.111
Banana,26.8205,57.9726,102.9092,216.8051,98.9436,50.0482,49.5195
Banana,10.7178,24.2159,132.0067,95.7676,44.9966,46.0437,20.7181
Banana,20.4285,72.6309,42.7407,271.7735,14.2674,48.985,6.9889
Banana,40.3783,81.3935,71.7278,37.9911,82.1054,53.4124,43.8545
Banana,7.4646,38.5086,159.654,53.5559,64.3943,53.4061,34.3905
Banana,15.5191,87.1461,231.7074,147.909,27.8689,40.327,11.2387
Banana,32.7776,91.5529,13.0496,24.5815,54.5346,64.1593,34.989
Banana,6.4399,34.9214,213.8019,58.7941,76.8079,45.2653,34.7674
Banana,-1.151,98.5169,138.8746,283.1299,79.3371,1.7809,1.4129
Banana,9.4876,22.664,135.7768,292.9469,54.9657,13.9129,7.6473
Banana,3.0611,28.1814,120.5666,112.8778,37.4693,37.187,13.9337
Banana,41.4849,26.5802,17.5852,276.9858,97.6368,14.5536,14.2096
Banana,35.406,90.4591,22.4806,163.4474,69.7026,39.9677,27.8585
Banana,26.6702,68.8863,144.618,80.9227,46.7414,63.8448,29.8419
Banana,38.573,23.6894,82.4891,210.7196,35.2417,21.35,7.5241
Banana,35.1836,49.6291,220.2271,197.6705,75.7993,29.3255,22.2285
Banana,4.3285,65.3768,98.1751,296.7376,31.7965,26.1411,8.312
Banana,39.6279,17.5118,35.2443,79.5142,25.4539,40.4557,10.2975
Banana,21.9671,89.4175,171.8178,201.6179,57.6851,38.9426,22.4641
Banana,35.372,82.3243,71.1115,15.6071,36.0989,62.3614,22.5118
Banana,39.8046,55.4686,126.5874,34.0938,66.6015,58.7278,39.1135
Banana,10.9002,97.0414,167.782,1.1755,20.6145,56.9606,11.7421
Banana,0.5026,47.5985,216.1631,299.8382,68.9447,8.1336,5.6077
Banana,6.3968,98.5699,190.3337,240.6821,35.4967,13.0621,4.6366
Banana,16.3554,70.1128,162.6503,236.0169,10.0219,42.1555,4.2248
Banana,35.9007,67.1204,163.4323,152.9178,21.4242,41.3466,8.8582
Banana,38.0365,24.9359,227.076,90.0201,94.0254,29.155,27.4131
Banana,-4.6524,89.3735,71.702,45.3793,88.0619,43.1873,38.0316
Banana,20.5374,48.4741,1.2658,85.4024,31.0248,80.6806,25.031
Banana,15.8706,24.601,65.9971,112.7914,80.0535,55.1467,44.1468
Banana,6.1054,11.1347,53.076,226.893,64.7714,20.6138,13.3518
Banana,0.9933,60.378,159.1785,161.8985,97.3814,39.9839,38.9369
Banana,11.8808,57.466,152.4571,23.2451,43.6245,73.3066,31.9796
Banana,42.1455,74.7418,142.8373,5.4087,71.3315,53.8162,38.3879
Banana,11.1601,90.1232,4.8822,30.6997,15.7182,69.335,10.8982
Banana,20.9395,17.1466,175.178,123.1496,45.6623,44.9592,20.5294
Banana,30.1509,75.8347,78.3238,279.9579,96.7436,31.6419,30.6115
Banana,13.1815,26.8671,159.9484,191.2207,58.5083,33.7723,19.7596
Banana,43.5891,87.2359,134.0222,240.5478,35.9092,11.2712,4.0474
Banana,43.1224,83.7157,82.9127,139.9124,20.8244,32.7754,6.8253
Banana,7.5891,58.6714,33.1637,108.4998,73.3176,65.5146,48.0337
Banana,19.8624,73.9219,23.5661,32.5201,68.037,86.1107,58.5872
Banana,10.0439,38.2915,199.7329,262.7799,43.6545,21.8028,9.5179
Banana,9.242,52.4051,220.497,234.948,95.5847,30.411,29.0683
Banana,-3.1557,83.9473,156.2993,50.4354,11.9983,40.1703,4.8197
Banana,25.4782,51.3339,25.7208,153.6782,37.3351,63.9837,23.8884
Banana,20.134,42.2018,97.0845,146.2124,92.8963,61.2416,56.8911
Banana,-2.4261,54.4791,175.2165,187.5275,38.8842,28.1818,10.9583
Banana,8.9323,84.5424,187.3772,283.8561,32.7028,16.879,5.5199
Banana,40.4133,40.1687,29.2543,173.9314,58.0798,37.1584,21.5815
Banana,6.9781,25.6385,1.0073,162.0652,84.1422,42.8026,36.015
Banana,2.2447,74.0813,171.2008,15.0969,19.2832,55.6925,10.7393
Banana,19.4726,84.338,86.2265,18.8722,94.8719,77.4692,73.4965
Banana,44.2825,19.0574,61.821,56.204,81.5566,37.0134,30.1868
Banana,7.1028,31.5887,4.0825,9.7412,26.3125,68.5299,18.0319
Banana,28.6068,22.7775,130.1316,223.0059,74.0807,27.1992,20.1494
Banana,33.081,41.3147,204.425,216.9991,44.6463,26.0563,11.6332
Banana,6.8819,50.5316,229.874,40.8169,46.2065,55.0116,25.4189
Banana,31.4108,77.3944,136.213,250.8237,80.4961,29.0892,23.4157
Banana,13.3892,68.6033,123.9563,46.4358,96.6506,70.8835,68.5093
Banana,26.6153,65.8836,21.3285,90.3527,21.399,73.8607,15.8055
Banana,26.6765,41.7137,132.1806,74.6931,47.8567,61.0667,29.2245
Banana,21.7887,85.7303,91.815,111.6921,53.2847,60.8894,32.4447
Banana,-0.4855,52.4158,146.1053,76.3991,43.8681,48.477,21.2659
Banana,36.7651,98.1194,93.9056,146.6853,42.687,31.3069,13.364
Banana,11.039,67.0728,58.4315,122.2224,14.7042,62.7025,9.2199
Banana,4.3259,21.3638,23.6967,295.9708,71.6985,15.5817,11.1718
Banana,-2.9612,70.856,76.2655,16.7779,49.2593,58.4006,28.7677
Banana,24.5446,39.2594,24.0981,42.6544,27.5314,75.8501,20.8826
Banana,28.8782,71.7694,43.2784,15.8478,83.443,77.622,64.7701
Banana,-4.1706,16.2677,236.9733,187.7524,82.2305,2.0084,1.6515
Banana,20.6047,25.7393,107.1408,16.3528,53.7752,71.1199,38.2449
Banana,6.3248,87.0164,128.1174,250.9319,36.8606,22.1924,8.1802
Banana,27.2586,30.4462,209.7948,153.5816,67.4283,36.6919,24.7407
Banana,3.7183,85.3337,238.941,158.1023,35.9337,24.9645,8.9707
Banana,29.5469,35.1348,140.2688,168.4784,31.2407,39.6179,12.3769
Banana,14.3368,67.8594,195.1812,51.2441,75.7463,65.9733,49.9724
Banana,41.8365,72.4736,79.1389,59.3071,13.6293,52.3322,7.1325
Banana,1.876,56.1389,74.0728,95.6452,18.5292,56.0481,10.3852
Banana,12.0533,37.478,97.2462,178.0489,10.6109,44.7159,4.7448
Banana,0.6737,29.138,161.7292,63.0353,23.7649,38.9838,9.2644
Banana,41.2347,12.987,164.0438,34.8995,16.2091,32.6535,5.2928
Banana,38.867,37.3552,76.3422,291.0351,99.6222,16.2746,16.2131
Banana,7.8971,68.7847,32.8372,6.5945,35.9929,77.468,27.883
Banana,27.9992,94.4474,152.1427,240.8092,23.4341,24.8844,5.8314
Banana,35.8611,88.4084,31.6699,236.4105,31.6897,28.7673,9.1163
Banana,22.76,78.9458,139.2597,89.1642,94.2513,62.6996,59.0952
Banana,21.4825,80.9603,166.7279,40.688,56.8144,68.2994,38.8039
Banana,7.0926,69.8486,168.4461,43.6886,42.8336,59.5578,25.5108
Banana,-0.3449,33.4258,181.0798,209.2295,88.6052,16.4283,14.5563
Banana,39.8608,91.6476,209.6134,192.842,45.5491,14.6479,6.672
Banana,40.0209,70.3659,120.4902,234.8237,40.1508,25.9292,10.4108
Banana,26.6551,60.4397,175.5296,281.2444,28.6554,35.5651,10.1913
Banana,11.9515,19.9891,148.9823,207.5782,44.0017,27.281,12.0041
Banana,12.4605,50.235,45.6069,46.7555,38.5016,75.4082,29.0334
Banana,31.2978,51.4322,7.1398,73.0328,70.9574,70.6327,50.1191
Banana,39.8555,87.8107,69.0054,252.6581,36.0624,18.8489,6.7974
Banana,39.3543,59.1983,106.8851,62.7918,61.948,58.4044,36.1803
Banana,33.9938,44.236,148.4883,21.7567,15.9303,60.1829,9.5873
Banana,27.1016,97.912,204.1403,210.984,27.216,24.5433,6.6797
Banana,-0.793,19.9649,47.9027,120.7579,46.6665,33.0849,15.4396
Banana,3.0814,48.0294,31.0064,276.012,94.3254,29.8301,28.1374
Banana,39.9277,13.7822,231.2717,195.0765,43.9527,5.2146,2.292
Banana,25.3215,76.5914,26.8226,27.1257,69.7667,79.1039,55.1882
Banana,-4.5401,92.6269,115.3594,284.357,32.9579,2.3561,0.7765
Banana,0.0736,35.2034,140.9497,77.5672,21.433,40.7789,8.7402
Banana,28.1751,87.2508,130.3885,101.1637,15.2683,50.9589,7.7806
Banana,-4.7469,36.2996,21.5617,120.6781,37.4872,38.6269,14.4801
Banana,3.0404,91.9693,14.6294,15.3673,24.1895,60.1884,14.5593
Banana,22.4367,77.8566,26.2105,148.9546,25.6609,63.7076,16.348
Banana,29.5948,82.4416,140.9555,36.9955,78.4683,60.4397,47.426
Banana,27.5981,11.6206,131.0984,120.2911,11.4254,38.1611,4.3601
Banana,6.2135,96.6529,56.864,105.2129,60.2029,44.7986,26.9701
Banana,30.609,75.4004,153.428,231.852,44.1515,32.517,14.3568
Banana,6.8625,37.4276,196.9961,240.9512,55.5895,21.0464,11.6996
Banana,11.27,84.6455,10.9374,46.0239,60.6547,69.4227,42.1081
Banana,32.3246,35.3369,120.0531,109.9654,38.2031,46.7799,17.8714
Banana,27.4816,88.5478,165.7452,112.0059,36.5598,46.6876,17.0689
Banana,37.4612,20.1322,61.3026,45.4231,76.0062,47.395,36.0232
Banana,27.8806,73.3317,74.5572,239.5361,88.4149,41.9824,37.1187
Banana,23.4154,58.6629,147.6595,212.1685,27.3323,51.5949,14.1021
Banana,-0.3163,18.6881,215.6065,57.1145,18.7857,29.1488,5.4758
Banana,13.3858,31.7704,194.5719,110.0166,90.8016,45.8799,41.6597
Banana,8.2601,11.1164,140.3681,31.7415,41.4906,45.4796,18.8698
Banana,7.1995,52.1891,175.523,188.462,59.6186,38.4228,22.9071
Banana,43.6505,37.1139,88.1926,36.4116,42.3589,47.6592,20.1879
Banana,14.6549,63.8522,154.1908,295.7803,21.3222,34.9575,7.4537
Banana,39.6023,36.7514,112.4174,234.2046,63.0398,20.7288,13.0674
Banana,26.5569,36.9927,46.3947,117.0716,57.2627,59.3557,33.9887
Banana,34.7406,76.8874,168.7154,173.5692,28.2694,34.335,9.7063
Banana,20.1319,14.3329,133.995,273.4025,50.6682,25.2782,12.808
Banana,23.8452,91.2605,86.7106,166.2298,81.7253,47.8842,39.1335
Banana,19.6259,86.7037,218.8101,52.3495,63.1383,60.842,38.4146
Banana,4.7621,70.1024,6.0033,113.611,18.7226,59.1415,11.0728
Banana,31.1226,63.3899,76.4698,252.9435,59.3219,40.8988,24.262
Banana,9.0386,90.3072,14.5947,193.2639,73.2464,41.5356,30.4233
Banana,-3.7842,26.6797,184.2,195.2173,81.3433,10.7802,8.769
Banana,27.2736,17.1072,168.8037,260.0464,66.6206,17.314,11.5347
Banana,3.8555,31.5559,80.1932,268.1919,23.7392,19.7604,4.691
Banana,42.0229,81.512,162.4834,275.9378,73.9156,8.4271,6.229
Banana,42.6964,13.1203,95.629,28.4548,70.9608,37.4059,26.5435
Banana,40.7432,62.4526,181.7447,163.2378,12.1984,34.8566,4.252
Banana,13.5079,99.5894,109.5499,222.1529,47.0573,30.3279,14.2715
Banana,-4.2272,87.0126,99.5349,227.0781,39.9655,15.3966,6.1533
Banana,41.4159,56.9301,224.4004,182.0149,70.2471,27.5117,19.3262
Banana,16.4092,15.7277,60.9601,50.0362,29.4522,61.1727,18.0167
Banana,43.3327,84.8236,29.7869,239.2262,63.1785,21.322,13.4709
Banana,43.181,63.9081,140.7058,216.0334,92.1885,26.5673,24.492
Banana,37.6505,20.344,232.6679,25.8407,81.8022,36.5019,29.8593
Banana,9.7224,18.4472,91.3036,139.1429,92.9312,38.7148,35.9781
Banana,14.2549,91.8664,15.8268,52.1932,98.0655,68.0775,66.7606
Banana,37.5568,70.228,82.094,101.2431,10.9603,52.0638,5.7064
Banana,10.8461,84.6358,121.9177,5.4243,66.0467,66.1304,43.6769
Banana,3.4746,89.1081,39.6996,120.099,47.1555,44.4247,20.9487
Banana,22.8401,61.4595,158.2864,164.9631,87.3869,58.4548,51.0818
Banana,41.8077,56.5702,239.4621,185.8748,32.6633,25.0776,8.1912
Banana,29.8015,48.7385,108.9657,199.0471,98.2927,44.0331,43.2813
Banana,23.5031,38.5252,85.7801,250.8874,65.2337,40.5634,26.461
Banana,-0.1412,49.1136,96.7683,64.6389,81.4184,52.9501,43.1111
Banana,25.7504,79.6492,28.5199,36.1445,17.704,75.5717,13.3792
Banana,44.5027,64.1731,212.1024,255.4612,26.5112,13.2229,3.5055
Banana,2.0042,90.3271,100.1433,46.9838,78.2563,48.1824,37.7058
Banana,20.9165,49.9042,93.5586,292.428,11.9788,42.5034,5.0914
Banana,38.8687,64.6381,158.666,252.7615,83.519,24.4311,20.4046
Banana,32.0384,66.8177,106.646,150.263,11.2554,51.0739,5.7486
Banana,29.8508,63.2527,155.9278,294.4264,69.1407,29.9145,20.6831
Banana,30.1242,73.237,15.6857,29.213,42.8585,75.5956,32.3991
Banana,12.9746,31.369,195.4799,90.9197,65.0345,47.9776,31.202
Banana,9.6796,56.1127,225.7804,191.4673,72.6428,38.8893,28.2503
Banana,35.4681,19.3802,156.0549,105.0021,40.8228,32.8937,13.4281
Banana,35.5057,44.606,229.1413,278.5118,19.7166,13.5881,2.6791
Banana,38.3536,53.89,37.1923,19.6878,16.2681,68.9921,11.2237
Banana,40.662,68.7002,115.1025,164.8235,63.0042,36.9237,23.2635
Banana,20.5671,95.5478,144.8318,177.2599,56.859,43.37,24.6598
Banana,20.0758,64.0586,140.0351,195.8184,76.7981,57.3042,44.0085
Banana,34.9148,76.9235,96.9494,76.6999,55.8762,54.3796,30.3853
Banana,27.4982,55.5639,81.8022,109.3699,48.0201,65.8345,31.6138
Banana,30.0983,67.0694,31.3109,253.1042,45.8278,43.8768,20.1078
Banana,34.7896,16.3839,94.6264,58.4828,12.3802,44.1018,5.4599
Banana,39.5003,32.8952,39.8759,248.0604,40.2001,22.6482,9.1046
Banana,11.8998,42.5668,176.5134,168.7966,97.8418,42.1225,41.2135
Banana,13.7791,52.5244,50.9106,228.6563,88.62,50.4259,44.6874
Banana,-0.3009,14.1084,14.9971,214.0822,39.644,19.381,7.6834
Banana,23.914,22.6022,133.0155,62.2534,62.9016,56.625,35.618
Banana,-3.2029,34.9133,143.2599,170.6438,86.2567,22.5558,19.4559
Banana,18.2799,97.4379,209.3872,260.3169,49.7147,23.4184,11.6424
Banana,22.1322,39.8212,138.8986,129.6349,11.6162,56.7948,6.5974
Banana,9.3271,53.3837,83.5699,289.9772,16.7059,33.7021,5.6303
Banana,24.5417,27.6488,192.9198,135.6645,55.9353,42.5911,23.8235
Banana,-3.475,64.9702,130.1267,42.8357,97.2495,52.5094,51.0652
Banana,-3.1326,35.2615,19.948,116.8304,72.3889,40.7512,29.4994
Banana,36.13,28.6293,136.2383,285.5107,16.3825,11.233,1.8402
Banana,13.0095,56.4915,218.0164,95.9163,27.0425,58.0285,15.6923
Banana,1.353,10.4955,95.7187,260.4294,79.4191,6.1495,4.8839
Banana,21.1122,10.6898,71.8219,264.3752,85.7296,28.6083,24.5257
Banana,33.4997,29.7162,35.2892,105.056,65.5925,50.077,32.8467
Banana,5.7911,13.3049,37.1955,24.9773,67.9981,52.8795,35.957
Banana,26.1445,19.7223,104.4324,217.3674,12.5504,31.528,3.9569
Banana,-0.7326,40.4975,143.3675,93.4537,84.5677,39.8821,33.7274
Banana,-2.4159,82.2327,20.2671,234.8771,80.9448,25.1316,20.3427
Banana,21.5677,61.4844,225.5569,132.7965,33.3132,59.4125,19.7922
Banana,22.0318,56.1401,181.4769,145.58,73.7809,59.2768,43.7349
Banana,26.8715,36.414,141.2031,233.3728,29.3369,33.659,9.8745
Banana,31.3046,93.8578,198.9968,114.709,13.6297,36.3795,4.9584
Banana,43.7926,45.7314,20.1646,132.9382,28.1023,42.7607,12.0167
Banana,20.815,17.8383,114.9645,112.8571,26.0766,51.8154,13.5117
Banana,11.1478,65.536,151.5923,110.2022,40.3973,57.9517,23.4109
Banana,34.7593,20.2455,199.048,157.784,47.6605,22.8201,10.8762
Banana,8.5416,41.0701,188.2492,242.6398,55.7685,25.3291,14.1256
Banana,16.9486,55.6671,67.2196,108.5305,52.9078,72.5147,38.366
Banana,-1.0772,88.68,225.8704,157.2764,34.3607,18.7063,6.4276
Banana,-3.7325,54.4192,30.7187,201.2182,12.6254,36.0904,4.5565
Banana,43.1324,73.2033,210.1569,80.8318,64.4591,36.7021,23.6579
Banana,36.799,99.3535,233.0547,83.2568,45.617,29.0315,13.2433
Banana,29.7987,21.834,43.3397,280.0239,36.8805,23.6878,8.7362
Banana,15.4476,34.7258,173.5738,217.0604,88.0247,35.4551,31.2093
Banana,3.6647,45.5118,10.6282,173.156,77.2069,46.3299,35.7699
Banana,2.8219,47.9645,97.8961,194.316,87.1989,36.3894,31.7312
Banana,7.5121,46.9919,124.3917,8.7898,54.5485,67.2407,36.6788
Banana,22.4613,91.685,139.7742,185.4309,21.7838,42.2073,9.1944
Banana,30.7298,74.2629,224.689,152.8527,72.6599,39.0898,28.4026
Banana,28.0099,64.7115,161.6679,163.7249,28.5466,50.5403,14.4275
Banana,8.9967,37.8435,116.0254,107.8271,49.7107,50.2617,24.9854
Banana,42.7433,84.1411,194.5123,24.4422,15.8501,41.4102,6.5635
Banana,31.8948,95.9554,228.1773,58.0018,84.2778,40.794,34.3803
Banana,22.7177,83.9078,6.2738,285.2234,21.3347,41.4994,8.8538
Banana,25.586,10.1409,235.8226,122.6099,91.2788,31.1099,28.3967
Banana,15.98,67.2761,21.5856,140.0049,87.7808,68.8104,60.4022
Banana,7.3865,14.6022,195.6384,15.8129,51.8124,44.1419,22.871
Banana,12.7986,33.1846,68,11.2699,76.9931,70.8202,54.5267
Banana,32.8923,15.3572,32.5909,215.1544,65.7501,27.3274,17.9678
Banana,-4.2803,64.3416,106.1255,161.4284,82.2768,35.9885,29.6102
Banana,0.8036,71.7931,154.9056,152.6118,48.8625,35.7836,17.4847
Banana,-2.6999,20.3039,92.0475,72.9374,80.7228,34.6077,27.9363
Banana,-2.9636,44.5455,14.0411,223.4252,51.6211,30.0794,15.5273
Banana,37.773,51.0613,144.2712,50.471,94.6869,55.0907,52.1637
Banana,30.1829,43.2148,216.6744,56.9804,53.7735,53.5069,28.7725
Banana,18.7087,20.8923,92.5885,138.2137,51.6357,50.7574,26.209
Banana,-0.1083,47.7053,52.7035,85.884,80.6565,52.6238,42.4445
Banana,19.5808,77.606,106.776,74.2389,83.942,71.016,59.6123
Banana,18.6736,16.3907,12.5587,193.5713,59.904,46.5633,27.8933
Banana,3.6601,17.2162,197.0965,195.2915,26.1818,13.9388,3.6494
Banana,16.6926,41.9294,198.4955,247.3551,52.0982,34.0129,17.7201
Banana,14.9252,94.7553,141.5321,125.3126,97.1265,46.4132,45.0795
Banana,25.7925,70.1715,85.3916,21.9255,77.7688,77.8431,60.5376
Banana,26.7547,71.0803,192.1482,82.0999,83.0046,58.6674,48.6967
Banana,-2.7348,42.5728,133.5702,294.0016,12.9543,9.2188,1.1942
Banana,13.7306,63.4295,198.3978,178.8776,52.1074,48.0586,25.042
Banana,26.293,10.9118,151.9187,212.9211,68.1959,23.8126,16.2392
Banana,20.1568,67.2486,188.4729,2.2073,84.7029,80.7786,68.4218
Banana,37.8245,92.1958,144.0566,155.4617,14.4346,27.6689,3.9939
Banana,27.9347,65.1316,99.9797,11.2586,86.7195,78.2254,67.8367
Banana,3.1467,88.6329,229.9491,170.7691,59.3561,21.4483,12.7309
Banana,-1.4716,75.1576,130.3262,276.2313,27.7583,14.7946,4.1067
Banana,27.121,20.8503,145.6164,290.5257,38.553,16.6518,6.4198
Banana,-3.6744,91.2208,53.6965,162.1658,35.3737,27.3597,9.6781
Banana,24.2888,15.9799,150.5305,137.4614,57.7773,40.1818,23.216
Banana,42.0115,58.0571,137.6142,283.5051,14.6517,19.0798,2.7955
Banana,23.7737,22.7923,45.1764,202.0829,24.2683,42.9412,10.4211
Banana,14.4085,11.0536,15.2413,19.4698,83.1424,64.6772,53.7742
