crop_type,avg_temp,humidity_avg,storage_hours,violation_duration,base_price,quality_score,final_price
Banana,3.0611,28.1814,120.5666,112.8778,37.4693,40.7807,15.2802
Banana,41.4849,26.5802,17.5852,276.9858,97.6368,19.8055,19.3375
Banana,35.406,90.4591,22.4806,163.4474,69.7026,43.0842,30.0308
Banana,26.6702,68.8863,144.618,80.9227,46.7414,65.6242,30.6737
Banana,38.573,23.6894,82.4891,210.7196,35.2417,25.1481,8.8626
Banana,35.1836,49.6291,220.2271,197.6705,75.7993,34.3618,26.046
Banana,4.3285,65.3768,98.1751,296.7376,31.7965,31.8721,10.1342
Banana,39.6279,17.5118,35.2443,79.5142,25.4539,44.058,11.2145
Banana,21.9671,89.4175,171.8178,201.6179,57.6851,36.7877,21.221
Banana,35.372,82.3243,71.1115,15.6071,36.0989,66.2778,23.9255
Banana,39.8046,55.4686,126.5874,34.0938,66.6015,66.1964,44.0878
Banana,10.9002,97.0414,167.782,1.1755,20.6145,56.8964,11.7289
Banana,0.5026,47.5985,216.1631,299.8382,68.9447,14.6924,10.1296
Banana,6.3968,98.5699,190.3337,240.6821,35.4967,14.6464,5.199
Banana,16.3554,70.1128,162.6503,236.0169,10.0219,42.6021,4.2695
Banana,35.9007,67.1204,163.4323,152.9178,21.4242,46.9949,10.0683
Banana,38.0365,24.9359,227.076,90.0201,94.0254,32.8632,30.8998
Banana,-4.6524,89.3735,71.702,45.3793,88.0619,50.1109,44.1287
Banana,20.5374,48.4741,1.2658,85.4024,31.0248,79.7429,24.7401
Banana,15.8706,24.601,65.9971,112.7914,80.0535,53.2586,42.6353
Banana,6.1054,11.1347,53.076,226.893,64.7714,21.2851,13.7867
Banana,0.9933,60.378,159.1785,161.8985,97.3814,47.5488,46.3036
Banana,11.8808,57.466,152.4571,23.2451,43.6245,76.3009,33.2859
Banana,42.1455,74.7418,142.8373,5.4087,71.3315,61.2002,43.655
Banana,11.1601,90.1232,4.8822,30.6997,15.7182,69.8587,10.9805
Banana,20.9395,17.1466,175.178,123.1496,45.6623,41.0497,18.7442
Banana,30.1509,75.8347,78.3238,279.9579,96.7436,34.1188,33.0078
Banana,13.1815,26.8671,159.9484,191.2207,58.5083,33.1864,19.4168
Banana,43.5891,87.2359,134.0222,240.5478,35.9092,17.9832,6.4576
Banana,43.1224,83.7157,82.9127,139.9124,20.8244,39.6528,8.2575
Banana,7.5891,58.6714,33.1637,108.4998,73.3176,70.3461,51.576
Banana,19.8624,73.9219,23.5661,32.5201,68.037,84.7735,57.6774
Banana,10.0439,38.2915,199.7329,262.7799,43.6545,23.6144,10.3088
Banana,9.242,52.4051,220.497,234.948,95.5847,33.9547,32.4555
Banana,-3.1557,83.9473,156.2993,50.4354,11.9983,47.0378,5.6437
Banana,25.4782,51.3339,25.7208,153.6782,37.3351,65.3084,24.383
Banana,20.134,42.2018,97.0845,146.2124,92.8963,59.5153,55.2875
Banana,-2.4261,54.4791,175.2165,187.5275,38.8842,36.6002,14.2317
Banana,8.9323,84.5424,187.3772,283.8561,32.7028,18.8518,6.1651
Banana,40.4133,40.1687,29.2543,173.9314,58.0798,43.3405,25.1721
Banana,6.9781,25.6385,1.0073,162.0652,84.1422,44.5752,37.5066
Banana,2.2447,74.0813,171.2008,15.0969,19.2832,61.3864,11.8373
Banana,19.4726,84.338,86.2265,18.8722,94.8719,75.2463,71.3876
Banana,44.2825,19.0574,61.821,56.204,81.5566,42.6321,34.7693
Banana,7.1028,31.5887,4.0825,9.7412,26.3125,70.8476,18.6418
Banana,28.6068,22.7775,130.1316,223.0059,74.0807,26.9197,19.9423
Banana,33.081,41.3147,204.425,216.9991,44.6463,29.4202,13.135
Banana,6.8819,50.5316,229.874,40.8169,46.2065,59.312,27.406
Banana,31.4108,77.3944,136.213,250.8237,80.4961,31.9141,25.6896
Banana,13.3892,68.6033,123.9563,46.4358,96.6506,72.6675,70.2336
Banana,26.6153,65.8836,21.3285,90.3527,21.399,75.9184,16.2458
Banana,26.6765,41.7137,132.1806,74.6931,47.8567,61.9087,29.6275
Banana,21.7887,85.7303,91.815,111.6921,53.2847,59.0318,31.455
Banana,-0.4855,52.4158,146.1053,76.3991,43.8681,55.9128,24.5279
Banana,36.7651,98.1194,93.9056,146.6853,42.687,34.201,14.5994
Banana,11.039,67.0728,58.4315,122.2224,14.7042,65.5797,9.643
Banana,4.3259,21.3638,23.6967,295.9708,71.6985,17.9877,12.8969
Banana,-2.9612,70.856,76.2655,16.7779,49.2593,66.4995,32.7572
Banana,24.5446,39.2594,24.0981,42.6544,27.5314,75.5939,20.8121
Banana,28.8782,71.7694,43.2784,15.8478,83.443,79.9963,66.7513
Banana,-4.1706,16.2677,236.9733,187.7524,82.2305,7.3034,6.0056
Banana,20.6047,25.7393,107.1408,16.3528,53.7752,67.9357,36.5326
Banana,6.3248,87.0164,128.1174,250.9319,36.8606,24.9608,9.2007
Banana,27.2586,30.4462,209.7948,153.5816,67.4283,36.64,24.7057
Banana,3.7183,85.3337,238.941,158.1023,35.9337,28.9438,10.4006
Banana,29.5469,35.1348,140.2688,168.4784,31.2407,40.9501,12.7931
Banana,14.3368,67.8594,195.1812,51.2441,75.7463,67.4527,51.0929
Banana,41.8365,72.4736,79.1389,59.3071,13.6293,59.8195,8.153
Banana,1.876,56.1389,74.0728,95.6452,18.5292,62.9116,11.657
Banana,12.0533,37.478,97.2462,178.0489,10.6109,45.6424,4.8431
Banana,0.6737,29.138,161.7292,63.0353,23.7649,43.6281,10.3682
Banana,41.2347,12.987,164.0438,34.8995,16.2091,36.446,5.9076
Banana,38.867,37.3552,76.3422,291.0351,99.6222,21.5569,21.4755
Banana,7.8971,68.7847,32.8372,6.5945,35.9929,81.4307,29.3093
Banana,27.9992,94.4474,152.1427,240.8092,23.4341,24.6394,5.774
Banana,35.8611,88.4084,31.6699,236.4105,31.6897,32.2709,10.2265
Banana,22.76,78.9458,139.2597,89.1642,94.2513,61.9091,58.3501
Banana,21.4825,80.9603,166.7279,40.688,56.8144,66.7964,37.95
Banana,7.0926,69.8486,168.4461,43.6886,42.8336,63.7359,27.3004
Banana,-0.3449,33.4258,181.0798,209.2295,88.6052,21.9088,19.4123
Banana,39.8608,91.6476,209.6134,192.842,45.5491,19.4275,8.849
Banana,40.0209,70.3659,120.4902,234.8237,40.1508,32.901,13.21
Banana,26.6551,60.4397,175.5296,281.2444,28.6554,38.1831,10.9415
Banana,11.9515,19.9891,148.9823,207.5782,44.0017,26.4993,11.6602
Banana,12.4605,50.235,45.6069,46.7555,38.5016,77.4475,29.8185
Banana,31.2978,51.4322,7.1398,73.0328,70.9574,74.295,52.7178
Banana,39.8555,87.8107,69.0054,252.6581,36.0624,24.01,8.6586
Banana,39.3543,59.1983,106.8851,62.7918,61.948,66.066,40.9265
Banana,33.9938,44.236,148.4883,21.7567,15.9303,64.204,10.2279
Banana,27.1016,97.912,204.1403,210.984,27.216,23.5927,6.421
Banana,-0.793,19.9649,47.9027,120.7579,46.6665,37.3986,17.4526
Banana,3.0814,48.0294,31.0064,276.012,94.3254,35.4004,33.3916
Banana,39.9277,13.7822,231.2717,195.0765,43.9527,8.564,3.7641
Banana,25.3215,76.5914,26.8226,27.1257,69.7667,79.5733,55.5157
Banana,-4.5401,92.6269,115.3594,284.357,32.9579,8.9095,2.9364
Banana,0.0736,35.2034,140.9497,77.5672,21.433,46.2698,9.917
Banana,28.1751,87.2508,130.3885,101.1637,15.2683,51.5038,7.8638
Banana,-4.7469,36.2996,21.5617,120.6781,37.4872,46.1556,17.3024
Banana,3.0404,91.9693,14.6294,15.3673,24.1895,63.7753,15.4269
Banana,22.4367,77.8566,26.2105,148.9546,25.6609,62.8967,16.1399
Banana,29.5948,82.4416,140.9555,36.9955,78.4683,62.0335,48.6766
Banana,27.5981,11.6206,131.0984,120.2911,11.4254,36.3624,4.1546
Banana,6.2135,96.6529,56.864,105.2129,60.2029,46.6479,28.0834
Banana,30.609,75.4004,153.428,231.852,44.1515,35.2206,15.5504
Banana,6.8625,37.4276,196.9961,240.9512,55.5895,24.0442,13.366
Banana,11.27,84.6455,10.9374,46.0239,60.6547,70.4501,42.7313
Banana,32.3246,35.3369,120.0531,109.9654,38.2031,49.2434,18.8125
Banana,27.4816,88.5478,165.7452,112.0059,36.5598,46.8255,17.1193
Banana,37.4612,20.1322,61.3026,45.4231,76.0062,50.3927,38.3016
Banana,27.8806,73.3317,74.5572,239.5361,88.4149,43.8015,38.727
Banana,23.4154,58.6629,147.6595,212.1685,27.3323,52.8273,14.439
Banana,-0.3163,18.6881,215.6065,57.1145,18.7857,33.1441,6.2264
Banana,13.3858,31.7704,194.5719,110.0166,90.8016,45.7027,41.4988
Banana,8.2601,11.1164,140.3681,31.7415,41.4906,45.2872,18.7899
Banana,7.1995,52.1891,175.523,188.462,59.6186,42.7619,25.494
Banana,43.6505,37.1139,88.1926,36.4116,42.3589,54.8308,23.2257
Banana,14.6549,63.8522,154.1908,295.7803,21.3222,36.7103,7.8274
Banana,39.6023,36.7514,112.4174,234.2046,63.0398,26.2449,16.5447
Banana,26.5569,36.9927,46.3947,117.0716,57.2627,59.6778,34.1731
Banana,34.7406,76.8874,168.7154,173.5692,28.2694,38.5425,10.8957
Banana,20.1319,14.3329,133.995,273.4025,50.6682,20.7642,10.5209
Banana,23.8452,91.2605,86.7106,166.2298,81.7253,46.2962,37.8357
Banana,19.6259,86.7037,218.8101,52.3495,63.1383,58.3212,36.8231
Banana,4.7621,70.1024,6.0033,113.611,18.7226,64.2264,12.0248
Banana,31.1226,63.3899,76.4698,252.9435,59.3219,45.0088,26.7001
Banana,9.0386,90.3072,14.5947,193.2639,73.2464,42.8894,31.415
Banana,-3.7842,26.6797,184.2,195.2173,81.3433,16.9619,13.7973
Banana,27.2736,17.1072,168.8037,260.0464,66.6206,15.9342,10.6154
Banana,3.8555,31.5559,80.1932,268.1919,23.7392,23.3737,5.5487
Banana,42.0229,81.512,162.4834,275.9378,73.9156,15.0851,11.1502
Banana,42.6964,13.1203,95.629,28.4548,70.9608,41.7965,29.6591
Banana,40.7432,62.4526,181.7447,163.2378,12.1984,42.9086,5.2342
Banana,13.5079,99.5894,109.5499,222.1529,47.0573,28.9658,13.6305
Banana,-4.2272,87.0126,99.5349,227.0781,39.9655,22.3862,8.9468
Banana,41.4159,56.9301,224.4004,182.0149,70.2471,35.7711,25.1281
Banana,16.4092,15.7277,60.9601,50.0362,29.4522,58.1817,17.1358
Banana,43.3327,84.8236,29.7869,239.2262,63.1785,28.1728,17.7991
Banana,43.181,63.9081,140.7058,216.0334,92.1885,35.4489,32.6798
Banana,37.6505,20.344,232.6679,25.8407,81.8022,39.5965,32.3908
Banana,9.7224,18.4472,91.3036,139.1429,92.9312,38.6705,35.937
Banana,14.2549,91.8664,15.8268,52.1932,98.0655,67.1889,65.8892
Banana,37.5568,70.228,82.094,101.2431,10.9603,58.0637,6.364
Banana,10.8461,84.6358,121.9177,5.4243,66.0467,67.3283,44.4682
Banana,3.4746,89.1081,39.6996,120.099,47.1555,48.124,22.6932
Banana,22.8401,61.4595,158.2864,164.9631,87.3869,59.4449,51.947
Banana,41.8077,56.5702,239.4621,185.8748,32.6633,33.4577,10.9284
Banana,29.8015,48.7385,108.9657,199.0471,98.2927,46.8276,46.0281
Banana,23.5031,38.5252,85.7801,250.8874,65.2337,39.8171,25.9742
Banana,-0.1412,49.1136,96.7683,64.6389,81.4184,59.9179,48.7842
Banana,25.7504,79.6492,28.5199,36.1445,17.704,75.9069,13.4385
Banana,44.5027,64.1731,212.1024,255.4612,26.5112,22.6066,5.9933
Banana,2.0042,90.3271,100.1433,46.9838,78.2563,52.3481,40.9657
Banana,20.9165,49.9042,93.5586,292.428,11.9788,41.8604,5.0144
Banana,38.8687,64.6381,158.666,252.7615,83.519,31.5147,26.3208
Banana,32.0384,66.8177,106.646,150.263,11.2554,55.2075,6.2138
Banana,29.8508,63.2527,155.9278,294.4264,69.1407,33.5295,23.1826
Banana,30.1242,73.237,15.6857,29.213,42.8585,78.3216,33.5674
Banana,12.9746,31.369,195.4799,90.9197,65.0345,47.9247,31.1676
Banana,9.6796,56.1127,225.7804,191.4673,72.6428,42.6288,30.9668
Banana,35.4681,19.3802,156.0549,105.0021,40.8228,35.019,14.2957
Banana,35.5057,44.606,229.1413,278.5118,19.7166,18.251,3.5985
Banana,38.3536,53.89,37.1923,19.6878,16.2681,75.7226,12.3186
Banana,40.662,68.7002,115.1025,164.8235,63.0042,44.3185,27.9226
Banana,20.5671,95.5478,144.8318,177.2599,56.859,40.0421,22.7675
Banana,20.0758,64.0586,140.0351,195.8184,76.7981,56.9286,43.7201
Banana,34.9148,76.9235,96.9494,76.6999,55.8762,58.6532,32.7732
Banana,27.4982,55.5639,81.8022,109.3699,48.0201,68.3901,32.841
Banana,30.0983,67.0694,31.3109,253.1042,45.8278,47.2092,21.635
Banana,34.7896,16.3839,94.6264,58.4828,12.3802,45.6561,5.6523
Banana,39.5003,32.8952,39.8759,248.0604,40.2001,27.7378,11.1506
Banana,11.8998,42.5668,176.5134,168.7966,97.8418,43.6193,42.6779
Banana,13.7791,52.5244,50.9106,228.6563,88.62,52.1667,46.2301
Banana,-0.3009,14.1084,14.9971,214.0822,39.644,22.9122,9.0833
Banana,23.914,22.6022,133.0155,62.2534,62.9016,54.4508,34.2504
Banana,-3.2029,34.9133,143.2599,170.6438,86.2567,29.3283,25.2976
Banana,18.2799,97.4379,209.3872,260.3169,49.7147,20.3626,10.1232
Banana,22.1322,39.8212,138.8986,129.6349,11.6162,55.6298,6.4621
Banana,9.3271,53.3837,83.5699,289.9772,16.7059,37.3097,6.2329
Banana,24.5417,27.6488,192.9198,135.6645,55.9353,41.1727,23.0301
Banana,-3.475,64.9702,130.1267,42.8357,97.2495,61.4024,59.7136
Banana,-3.1326,35.2615,19.948,116.8304,72.3889,47.5304,34.4067
Banana,36.13,28.6293,136.2383,285.5107,16.3825,14.5479,2.3833
Banana,13.0095,56.4915,218.0164,95.9163,27.0425,60.4738,16.3536
Banana,1.353,10.4955,95.7187,260.4294,79.4191,8.6578,6.876
Banana,21.1122,10.6898,71.8219,264.3752,85.7296,24.1221,20.6798
Banana,33.4997,29.7162,35.2892,105.056,65.5925,52.4484,34.4023
Banana,5.7911,13.3049,37.1955,24.9773,67.9981,53.8936,36.6466
Banana,26.1445,19.7223,104.4324,217.3674,12.5504,29.9581,3.7598
Banana,-0.7326,40.4975,143.3675,93.4537,84.5677,46.2249,39.0914
Banana,-2.4159,82.2327,20.2671,234.8771,80.9448,31.8747,25.8009
Banana,21.5677,61.4844,225.5569,132.7965,33.3132,59.8912,19.9516
Banana,22.0318,56.1401,181.4769,145.58,73.7809,59.7035,44.0498
Banana,26.8715,36.414,141.2031,233.3728,29.3369,34.049,9.9889
Banana,31.3046,93.8578,198.9968,114.709,13.6297,37.5155,5.1133
Banana,43.7926,45.7314,20.1646,132.9382,28.1023,50.8508,14.2902
Banana,20.815,17.8383,114.9645,112.8571,26.0766,47.9253,12.4973
Banana,11.1478,65.536,151.5923,110.2022,40.3973,60.939,24.6177
Banana,34.7593,20.2455,199.048,157.784,47.6605,24.7484,11.7952
Banana,8.5416,41.0701,188.2492,242.6398,55.7685,28.0194,15.626
Banana,16.9486,55.6671,67.2196,108.5305,52.9078,73.302,38.7825
Banana,-1.0772,88.68,225.8704,157.2764,34.3607,24.2691,8.3391
Banana,-3.7325,54.4192,30.7187,201.2182,12.6254,45.0253,5.6846
Banana,43.1324,73.2033,210.1569,80.8318,64.4591,44.6348,28.7712
Banana,36.799,99.3535,233.0547,83.2568,45.617,31.8158,14.5134
Banana,29.7987,21.834,43.3397,280.0239,36.8805,23.7907,8.7741
Banana,15.4476,34.7258,173.5738,217.0604,88.0247,34.7487,30.5874
Banana,3.6647,45.5118,10.6282,173.156,77.2069,51.4152,39.6961
Banana,2.8219,47.9645,97.8961,194.316,87.1989,42.0571,36.6733
Banana,7.5121,46.9919,124.3917,8.7898,54.5485,70.935,38.694
Banana,22.4613,91.685,139.7742,185.4309,21.7838,40.0234,8.7186
Banana,30.7298,74.2629,224.689,152.8527,72.6599,41.9554,30.4848
Banana,28.0099,64.7115,161.6679,163.7249,28.5466,53.2731,15.2077
Banana,8.9967,37.8435,116.0254,107.8271,49.7107,52.4474,26.0719
Banana,42.7433,84.1411,194.5123,24.4422,15.8501,48.0934,7.6228
Banana,31.8948,95.9554,228.1773,58.0018,84.2778,41.9564,35.3599
Banana,22.7177,83.9078,6.2738,285.2234,21.3347,40.1957,8.5756
Banana,25.586,10.1409,235.8226,122.6099,91.2788,28.3584,25.8852
Banana,15.98,67.2761,21.5856,140.0049,87.7808,69.6907,61.1751
Banana,7.3865,14.6022,195.6384,15.8129,51.8124,44.6475,23.133
Banana,12.7986,33.1846,68.0,11.2699,76.9931,71.0192,54.6799
Banana,32.8923,15.3572,32.5909,215.1544,65.7501,28.02,18.4232
Banana,-4.2803,64.3416,106.1255,161.4284,82.2768,45.2665,37.2438
Banana,0.8036,71.7931,154.9056,152.6118,48.8625,42.2828,20.6604
Banana,-2.6999,20.3039,92.0475,72.9374,80.7228,39.718,32.0615
Banana,-2.9636,44.5455,14.0411,223.4252,51.6211,37.7194,19.4712
Banana,37.773,51.0613,144.2712,50.471,94.6869,61.306,58.0488
Banana,30.1829,43.2148,216.6744,56.9804,53.7735,55.9015,30.0602
Banana,18.7087,20.8923,92.5885,138.2137,51.6357,47.3632,24.4563
Banana,-0.1083,47.7053,52.7035,85.884,80.6565,59.4377,47.9403
Banana,19.5808,77.606,106.776,74.2389,83.942,69.4231,58.2751
Banana,18.6736,16.3907,12.5587,193.5713,59.904,42.7329,25.5987
Banana,3.6601,17.2162,197.0965,195.2915,26.1818,16.1963,4.2405
Banana,16.6926,41.9294,198.4955,247.3551,52.0982,33.5288,17.4679
Banana,14.9252,94.7553,141.5321,125.3126,97.1265,44.9675,43.6754
Banana,25.7925,70.1715,85.3916,21.9255,77.7688,79.1429,61.5485
Banana,26.7547,71.0803,192.1482,82.0999,83.0046,60.2612,50.0196
Banana,-2.7348,42.5728,133.5702,294.0016,12.9543,16.57,2.1465
Banana,13.7306,63.4295,198.3978,178.8776,52.1074,50.2234,26.1701
Banana,26.293,10.9118,151.9187,212.9211,68.1959,21.421,14.6083
Banana,20.1568,67.2486,188.4729,2.2073,84.7029,80.1164,67.861
Banana,37.8245,92.1958,144.0566,155.4617,14.4346,31.5791,4.5583
Banana,27.9347,65.1316,99.9797,11.2586,86.7195,80.8861,70.144
Banana,3.1467,88.6329,229.9491,170.7691,59.3561,25.3264,15.0327
Banana,-1.4716,75.1576,130.3262,276.2313,27.7583,21.8674,6.07
Banana,27.121,20.8503,145.6164,290.5257,38.553,15.5852,6.0086
Banana,-3.6744,91.2208,53.6965,162.1658,35.3737,33.7074,11.9235
Banana,24.2888,15.9799,150.5305,137.4614,57.7773,37.4953,21.6638
Banana,42.0115,58.0571,137.6142,283.5051,14.6517,27.6901,4.0571
Banana,23.7737,22.7923,45.1764,202.0829,24.2683,40.7299,9.8844
Banana,14.4085,11.0536,15.2413,19.4698,83.1424,62.0192,51.5642
